name,ID,isosmiles
25,26,CC(=O)Nc1ccc(O)cc1
26,27,CC(=O)Nc1ccc(OCC(C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1
27,28,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
28,29,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C
29,30,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C
30,31,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
31,32,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
32,33,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1
33,34,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
34,35,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
35,36,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
36,37,CC(=O)OCC1OC([S-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O.CCP(CC)CC.[Au+]
37,38,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
38,39,CC(=O)Oc1ccccc1C(=O)O
39,40,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
40,41,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
41,42,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
42,43,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N
43,44,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
44,45,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
45,46,CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1
46,47,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
47,48,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
48,49,CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1
49,50,CC(C)C(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
50,51,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
51,52,CC(C)CC(CN)CC(=O)O
52,53,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
53,54,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1
54,55,CC(C)Cc1ccc(C(C)C(=O)O)cc1
55,56,CC(C)Cn1cnc2c(N)nc3ccccc3c21
56,57,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
57,58,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
58,59,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
59,60,CC(C)NCC(O)c1ccc(O)c(O)c1
60,61,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
61,62,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1
62,63,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1
63,64,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
64,65,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-]
65,66,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
66,67,CC(C)c1cccc(C(C)C)c1O
67,68,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1
68,69,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1
69,70,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
70,71,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
71,72,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
72,73,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
73,74,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
74,75,CC(C[N+](C)(C)C)OC(N)=O
75,76,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
76,77,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
77,78,CC(N)C12CC3CC(CC(C3)C1)C2
78,79,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
79,80,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
80,81,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
81,82,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
82,83,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1
83,84,CC(OC1OCCN(Cc2nc(=O)[nH][nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
84,85,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
85,86,CC(c1cc2ccccc2s1)N(O)C(N)=O
86,87,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F
87,88,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
88,89,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1
89,90,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
90,91,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
91,92,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
92,93,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
93,94,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
94,95,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
95,96,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
96,97,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
97,98,CC12CC3CC(C)(C1)CC(N)(C3)C2
98,99,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1
99,100,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
100,101,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
101,102,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
102,103,CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12
103,104,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
104,105,CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O
105,106,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCC2=O
106,107,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1
107,108,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O
108,109,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O
109,110,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
110,111,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
111,112,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
112,113,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
113,114,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1
114,115,CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[Co+2]
115,116,CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O.[C-]#N.[Co+3]
116,117,CC1=CC(=O)c2ccccc2C1=O
117,118,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O
118,119,CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
119,120,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
120,121,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
121,122,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1
122,123,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
123,124,CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)O)C1
124,125,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
125,126,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
126,127,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O
127,128,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
128,129,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
129,130,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
130,131,CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(C=C(CO)C(O)C12O)C1C(CC3C)C1(C)C
131,132,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2
132,133,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
133,134,CC=CCC=CCCC(=O)C1OC1C(N)=O
134,135,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
135,136,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
136,137,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
137,138,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3
138,139,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
139,140,CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
140,141,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
141,142,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
142,143,CCC(C(N)=O)N1CCCC1=O
143,144,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
144,145,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
145,146,CCC(C)SSc1ncc[nH]1
146,147,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12
147,148,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
148,149,CCC1(C)CC(=O)NC1=O
149,150,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
150,151,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
151,152,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
152,153,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
153,154,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
154,155,CCC1(c2ccccc2)C(=O)NCNC1=O
155,156,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O
156,157,CCC1=C/C(=C2/NNC(C)=C2c2ccc3c(c2)OCCO3)C(=O)C=C1O
157,158,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2
158,159,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
159,160,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O
160,161,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC
161,162,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
162,163,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
163,164,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O
164,165,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O
165,166,CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)CN2C)C(C)Cl)C(O)C1O
166,167,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
167,168,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
168,169,CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O
169,170,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
170,171,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
171,172,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
172,173,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
173,174,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
174,175,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
175,176,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
176,177,CCCNC1CCc2nc(N)sc2C1
177,178,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
178,179,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
179,180,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
180,181,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
181,182,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
182,183,CCCc1cc(=O)[nH]c(=S)[nH]1
183,184,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
184,185,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
185,186,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
186,187,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12
187,188,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1
188,189,CCN(CC)C(=S)SSC(=S)N(CC)CC
189,190,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
190,191,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
191,192,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
192,193,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
193,194,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
194,195,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
195,196,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1
196,197,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
197,198,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
198,199,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
199,200,CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1
200,201,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
201,202,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
202,203,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21
203,204,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O
204,205,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O
205,206,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1
206,207,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1
207,208,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
208,209,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
209,210,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
210,211,CCOC(=O)c1cncn1C(C)c1ccccc1
211,212,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
212,213,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O
213,214,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
214,215,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1
215,216,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
216,217,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
217,218,CCc1cc(C(N)=S)ccn1
218,219,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
219,220,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
220,221,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
221,222,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
222,223,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
223,224,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
224,225,CN(C)C(=N)N=C(N)N
225,226,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
226,227,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12
227,228,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1
228,229,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
229,230,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
230,231,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21
231,232,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
232,233,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
233,234,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
234,235,CN(C)CCOC(c1ccccc1)c1ccccc1
235,236,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
236,237,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12
237,238,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
238,239,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
239,240,CN(C)NN=C1N=CN=C1C(N)=O
240,241,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O
241,242,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
242,243,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12
243,244,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
244,245,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
245,246,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
246,247,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
247,248,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
248,249,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O
249,250,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
250,251,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
251,252,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
252,253,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
253,254,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O
254,255,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
255,256,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
256,257,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
257,258,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
258,259,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
259,260,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
260,261,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1
261,262,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
262,263,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
263,264,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
264,265,CN1CCN2c3ccccc3Cc3ccccc3C2C1
265,266,CN1CCN2c3ncccc3Cc3ccccc3C2C1
